,freq,fake,reliable,idf_weight,fakeness_score 
strang,"(102, 135)","(0.7334099013270319, 140.05442711061187)","(0.2657312925170068, 39.70681811990956)",3.881493800393323,-0.8520554145636284
templ,"(42, 135)","(0.29336396053081276, 139.0013863052689)","(0.2657312925170068, 59.56022717986434)",4.753670194306535,-0.5829355024940125
70,"(105, 135)","(0.7480780993535725, 139.0013863052689)","(0.39859693877551017, 59.56022717986434)",3.8528111457963,-0.5829355024940125
locat,"(110, 135)","(0.7847485944199242, 139.0013863052689)","(0.39859693877551017, 59.56022717986434)",3.8067624947706533,-0.5829355024940125
expans,"(96, 135)","(0.6967394062606803, 141.1074679159548)","(0.1328656462585034, 19.85340905995478)",3.9414518161189585,-0.9955575286262647
deputi,"(91, 135)","(0.6674030102075991, 142.16050872129776)","(0.0, 0.0)",3.9943182481549764,-1.0
youtubefor,"(134, 134)","(0.9827692677782227, 141.1074679159548)","(0.0, 0.0)",3.611177946450084,-1.0
connect,"(106, 134)","(0.7187417033004913, 130.57705986252535)","(1.0629251700680271, 198.53409059954782)",3.8434302139625345,0.25449952439389856
arab,"(69, 134)","(0.47671643586257073, 132.68314147321124)","(0.5314625850340136, 158.82727247963825)",4.267270397375693,0.09820339505012865
skill,"(93, 134)","(0.6820712082341397, 141.1074679159548)","(0.0, 0.0)",3.9728351448249035,-1.0
suicid,"(59, 134)","(0.344702653623705, 84.2432644274357)","(1.5943877551020407, 1072.0840892375581)",4.421183349875076,0.999983839038622
crucial,"(117, 133)","(0.8360872875128164, 136.89530469458302)","(0.39859693877551017, 59.56022717986434)",3.745661468212921,-0.5711429222719535
electr,"(56, 133)","(0.40337544572986755, 139.0013863052689)","(0.1328656462585034, 19.85340905995478)",4.472389074754273,-0.9950615876417404
reduc,"(106, 133)","(0.7554121983668428, 136.89530469458302)","(0.39859693877551017, 59.56022717986434)",3.8434302139625345,-0.5711429222719535
televis,"(86, 133)","(0.5793938220483552, 124.25881503046766)","(0.9300595238095237, 297.8011358993217)",4.05013630755778,0.6032939065141145
chicago,"(73, 133)","(0.5133869309289223, 134.78922308389713)","(0.39859693877551017, 99.26704529977391)",4.211777659114197,-0.1770371532189935
worship,"(63, 133)","(0.29336396053081276, 90.56150925949338)","(3.055909863945578, 933.1102258178747)",4.356748827489613,0.9998178265289643
enter,"(118, 133)","(0.850755485539357, 137.94834549992598)","(0.2657312925170068, 39.70681811990956)",3.737229715054983,-0.8446225661036992
function,"(102, 133)","(0.7114076042872209, 133.73618227855417)","(0.664328231292517, 119.12045435972868)",3.881493800393323,-0.06127167429158975
fundament,"(100, 133)","(0.6820712082341397, 132.68314147321124)","(0.9300595238095237, 138.97386341968348)",3.9010830653898116,0.023701367605270196
cross,"(83, 133)","(0.5207210299421926, 122.15273341978177)","(1.5943877551020407, 337.5079540192313)",4.085186624437335,0.7071698829482926
wast,"(82, 133)","(0.6013961190881661, 140.05442711061187)","(0.0, 0.0)",4.097148489554835,-1.0
fit,"(105, 132)","(0.7260758023137616, 130.57705986252535)","(0.7971938775510203, 158.82727247963825)",3.8528111457963,0.10775450898358341
pick,"(103, 132)","(0.7260758023137616, 134.78922308389713)","(0.5314625850340136, 79.41363623981913)",3.8718412157953144,-0.3351803129393043
aircraft,"(62, 132)","(0.4473800398094895, 137.94834549992598)","(0.1328656462585034, 19.85340905995478)",4.37247242186907,-0.9947932794494583
mistak,"(94, 132)","(0.6527348121810584, 132.68314147321124)","(0.664328231292517, 119.12045435972868)",3.962264221864893,-0.056867036874378885
carri,"(105, 132)","(0.7260758023137616, 132.68314147321124)","(0.7971938775510203, 119.12045435972868)",3.8528111457963,-0.056867036874378885
accept,"(118, 132)","(0.8214190894862757, 131.63010066786828)","(0.7971938775510203, 138.97386341968348)",3.737229715054983,0.027888220255544383
outbreak,"(35, 132)","(0.24935936645119083, 137.94834549992598)","(0.1328656462585034, 19.85340905995478)",4.930900326077402,-0.9947932794494583
brexit,"(54, 132)","(0.39604134671659724, 139.0013863052689)","(0.0, 0.0)",4.508043475257368,-1.0
era,"(107, 132)","(0.7774144954066539, 137.94834549992598)","(0.1328656462585034, 19.85340905995478)",3.8341364667710747,-0.9947932794494583
havent,"(121, 132)","(0.8580895845526273, 134.78922308389713)","(0.5314625850340136, 79.41363623981913)",3.7123528102995786,-0.3351803129393043
chain,"(83, 132)","(0.5867279210616255, 135.8422638892401)","(0.39859693877551017, 59.56022717986434)",4.085186624437335,-0.5651564074430873
guilti,"(90, 131)","(0.6160643171147068, 131.63010066786828)","(0.7971938775510203, 119.12045435972868)",4.005235387150325,-0.052460184649748776
bin,"(72, 131)","(0.5207210299421926, 136.89530469458302)","(0.1328656462585034, 19.85340905995478)",4.225364824660505,-0.9945104339531284
28,"(104, 131)","(0.6967394062606803, 126.36489664115356)","(1.1957908163265305, 218.3874996595026)",3.862280913533332,0.3488331090943906
walk,"(97, 131)","(0.6307325151412474, 123.20577422512471)","(1.4615221088435373, 277.94772683936696)",3.93120582484492,0.55666092061768
inc,"(79, 130)","(0.5793938220483552, 136.89530469458302)","(0.0, 0.0)",4.133917337341924,-1.0
solut,"(93, 130)","(0.6747371092208694, 135.8422638892401)","(0.1328656462585034, 19.85340905995478)",3.9728351448249035,-0.9942122679770659
p,"(39, 130)","(0.27869576250427214, 135.8422638892401)","(0.1328656462585034, 19.85340905995478)",4.825816857103714,-0.9942122679770659
quarter,"(97, 130)","(0.6967394062606803, 134.78922308389713)","(0.2657312925170068, 39.70681811990956)",3.93120582484492,-0.8328309653321502
ignor,"(111, 130)","(0.7847485944199242, 132.68314147321124)","(0.5314625850340136, 79.41363623981913)",3.7978018613381233,-0.3233579879859889
copyright,"(75, 130)","(0.550057425995274, 136.89530469458302)","(0.0, 0.0)",4.185144926548597,-1.0
kennedi,"(52, 130)","(0.37403904967678625, 131.63010066786828)","(0.1328656462585034, 99.26704529977391)",4.545016263168344,-0.16158140022555956
everybodi,"(93, 130)","(0.6820712082341397, 136.89530469458302)","(0.0, 0.0)",3.9728351448249035,-1.0
gospel,"(56, 130)","(0.24202526743792052, 85.29630523277865)","(3.055909863945578, 972.8170439377843)",4.472389074754273,0.9999394494367493
admit,"(109, 129)","(0.7334099013270319, 125.3118558358106)","(1.1957908163265305, 198.53409059954782)",3.815804147687603,0.28412170359836386
estim,"(95, 129)","(0.6600689111943288, 130.57705986252535)","(0.664328231292517, 99.26704529977391)",3.9518038754399907,-0.15641141913547163
fisa,"(53, 129)","(0.38870724770332693, 135.8422638892401)","(0.0, 0.0)",4.526359005563801,-1.0
scheme,"(93, 129)","(0.6747371092208694, 133.73618227855417)","(0.1328656462585034, 39.70681811990956)",3.9728351448249035,-0.8287230125574083
nato,"(50, 129)","(0.3520367526369753, 131.63010066786828)","(0.2657312925170068, 79.41363623981913)",4.583408694206579,-0.3174084652375361
80,"(106, 129)","(0.7480780993535725, 130.57705986252535)","(0.5314625850340136, 99.26704529977391)",3.8434302139625345,-0.15641141913547163
attempt,"(113, 129)","(0.7920826934331945, 129.5240190571824)","(0.664328231292517, 119.12045435972868)",3.7801179345482074,-0.04364051868302565
versu,"(80, 129)","(0.5720597230350849, 132.68314147321124)","(0.2657312925170068, 59.56022717986434)",4.12151023029487,-0.5468363792096098
favor,"(113, 129)","(0.7260758023137616, 120.04665180909588)","(1.8601190476190474, 297.8011358993217)",3.7801179345482074,0.6293601150024062
nsa,"(54, 128)","(0.38870724770332693, 129.5240190571824)","(0.1328656462585034, 99.26704529977391)",4.508043475257368,-0.15123285277675458
analyst,"(91, 128)","(0.6600689111943288, 133.73618227855417)","(0.1328656462585034, 19.85340905995478)",3.9943182481549764,-0.9935666312528628
instanc,"(106, 128)","(0.7554121983668428, 130.57705986252535)","(0.39859693877551017, 79.41363623981913)",3.8434302139625345,-0.3114338491017722
cdc,"(38, 128)","(0.26402756447773146, 132.68314147321124)","(0.2657312925170068, 39.70681811990956)",4.851070724424917,-0.8245237771595104
navi,"(59, 128)","(0.4253777427696785, 133.73618227855417)","(0.1328656462585034, 19.85340905995478)",4.421183349875076,-0.9935666312528628
shake,"(31, 128)","(0.22002297039810959, 133.73618227855417)","(0.1328656462585034, 19.85340905995478)",5.048337161280267,-0.9935666312528628
afghanistan,"(69, 128)","(0.49871873290238167, 131.63010066786828)","(0.1328656462585034, 59.56022717986434)",4.267270397375693,-0.5406097726651058
encourag,"(123, 128)","(0.8214190894862757, 122.15273341978177)","(1.4615221088435373, 238.24090871945737)",3.696105499205676,0.4423721910866405
innoc,"(89, 128)","(0.5793938220483552, 122.15273341978177)","(1.328656462585034, 238.24090871945737)",4.0162730268019455,0.4423721910866405
deni,"(107, 127)","(0.6967394062606803, 121.09969261443882)","(1.5943877551020407, 238.24090871945737)",3.8341364667710747,0.4491668962558355
assess,"(60, 127)","(0.4327118417829488, 128.47097825183945)","(0.1328656462585034, 99.26704529977391)",4.404681325238688,-0.14604597183970613
step,"(109, 127)","(0.7627462973801131, 127.41793744649651)","(0.664328231292517, 119.12045435972868)",3.815804147687603,-0.03481404522404108
argument,"(96, 127)","(0.6674030102075991, 128.47097825183945)","(0.664328231292517, 99.26704529977391)",3.9414518161189585,-0.14604597183970613
unfortun,"(111, 127)","(0.7774144954066539, 126.36489664115356)","(0.664328231292517, 138.97386341968348)",3.7978018613381233,0.04984974375223317
employ,"(64, 127)","(0.4693823368493004, 133.73618227855417)","(0.0, 0.0)",4.3412686422017135,-1.0
underli,"(99, 127)","(0.7114076042872209, 131.63010066786828)","(0.2657312925170068, 39.70681811990956)",3.9110235050950624,-0.8202317087956317
older,"(96, 127)","(0.6454007131677881, 124.25881503046766)","(1.0629251700680271, 178.68068153959302)",3.9414518161189585,0.21555132755731488
materi,"(82, 127)","(0.5867279210616255, 131.63010066786828)","(0.2657312925170068, 39.70681811990956)",4.097148489554835,-0.8202317087956317
greg,"(47, 127)","(0.32270035658389407, 130.57705986252535)","(0.39859693877551017, 59.56022717986434)",4.643911014304522,-0.5343233672062185
easier,"(108, 127)","(0.7554121983668428, 128.47097825183945)","(0.664328231292517, 99.26704529977391)",3.824928298577212,-0.14604597183970613
promis,"(87, 127)","(0.5573915250085443, 116.88752939306704)","(1.4615221088435373, 317.6545449592765)",4.038720658474103,0.6956410824312802
31,"(100, 127)","(0.68940530724741, 126.36489664115356)","(0.7971938775510203, 138.97386341968348)",3.9010830653898116,0.04984974375223317
holiday,"(72, 127)","(0.5133869309289223, 131.63010066786828)","(0.2657312925170068, 39.70681811990956)",4.225364824660505,-0.8202317087956317
dream,"(94, 126)","(0.6380666141545177, 121.09969261443882)","(0.9300595238095237, 218.3874996595026)",3.962264221864893,0.3813896027731256
sit,"(102, 126)","(0.7187417033004913, 128.47097825183945)","(0.5314625850340136, 79.41363623981913)",3.881493800393323,-0.2994108219877035
graham,"(47, 126)","(0.2346911684246502, 91.61455006483632)","(1.9929846938775508, 774.2829533382364)",4.643911014304522,0.9988395662298835
commun,"(98, 126)","(0.6307325151412474, 113.7284069770382)","(1.5943877551020407, 357.36136307918605)",3.9210637500802954,0.7898818394339169
scenario,"(87, 126)","(0.6307325151412474, 131.63010066786828)","(0.1328656462585034, 19.85340905995478)",4.038720658474103,-0.9928492303099926
rapidli,"(109, 126)","(0.7920826934331945, 131.63010066786828)","(0.1328656462585034, 19.85340905995478)",3.815804147687603,-0.9928492303099926
elect,"(87, 126)","(0.6087302181014365, 126.36489664115356)","(0.5314625850340136, 119.12045435972868)",4.038720658474103,-0.030398684628627937
poverti,"(69, 126)","(0.4693823368493004, 125.3118558358106)","(0.664328231292517, 138.97386341968348)",4.267270397375693,0.054458099993010434
side,"(87, 126)","(0.6013961190881661, 120.04665180909588)","(0.664328231292517, 238.24090871945737)",4.038720658474103,0.4560278773663713
turn,"(106, 125)","(0.7627462973801131, 129.5240190571824)","(0.2657312925170068, 39.70681811990956)",3.8434302139625345,-0.8113628603176225
won,"(105, 125)","(0.7114076042872209, 123.20577422512471)","(1.0629251700680271, 158.82727247963825)",3.8528111457963,0.14356233447679645
phone,"(82, 125)","(0.6013961190881661, 131.63010066786828)","(0.0, 0.0)",4.097148489554835,-1.0
unabl,"(106, 125)","(0.7114076042872209, 121.09969261443882)","(1.1957908163265305, 198.53409059954782)",3.8434302139625345,0.309247786757459
exposur,"(67, 125)","(0.47671643586257073, 128.47097825183945)","(0.2657312925170068, 59.56022717986434)",4.296215978260771,-0.5215717051843709
weak,"(81, 125)","(0.5573915250085443, 125.3118558358106)","(0.664328231292517, 119.12045435972868)",4.1092551749578545,-0.02598213734847543
rep,"(80, 125)","(0.5647256240218146, 128.47097825183945)","(0.39859693877551017, 59.56022717986434)",4.12151023029487,-0.5215717051843709
barrel,"(56, 124)","(0.41070954474313787, 130.57705986252535)","(0.0, 0.0)",4.472389074754273,-1.0
eat,"(74, 124)","(0.506052831915652, 117.94057019840999)","(0.664328231292517, 238.24090871945737)",4.198372632646149,0.46994835977583893
effect,"(112, 124)","(0.8067508914597351, 128.47097825183945)","(0.2657312925170068, 39.70681811990956)",3.788920808294163,-0.8067829721956674
appl,"(63, 124)","(0.4253777427696785, 125.3118558358106)","(0.664328231292517, 99.26704529977391)",4.356748827489613,-0.13043817523590828
plenti,"(102, 124)","(0.7187417033004913, 123.20577422512471)","(0.5314625850340136, 138.97386341968348)",3.881493800393323,0.06390366820225979
varieti,"(109, 124)","(0.7774144954066539, 127.41793744649651)","(0.39859693877551017, 59.56022717986434)",3.815804147687603,-0.5151067750802207
improv,"(98, 124)","(0.6967394062606803, 126.36489664115356)","(0.39859693877551017, 79.41363623981913)",3.9210637500802954,-0.2872919511743711
reflect,"(112, 124)","(0.49871873290238167, 82.13718281674981)","(5.846088435374149, 913.25681675792)",3.788920808294163,0.9999193643965614
sprout,"(10, 124)","(0.07334099013270319, 130.57705986252535)","(0.0, 0.0)",6.110248083097949,-1.0
wisdom,"(78, 124)","(0.506052831915652, 117.94057019840999)","(1.1957908163265305, 238.24090871945737)",4.146480316642629,0.46994835977583893
la,"(73, 124)","(0.5133869309289223, 127.41793744649651)","(0.39859693877551017, 59.56022717986434)",4.211777659114197,-0.5151067750802207
cartel,"(30, 124)","(0.22002297039810959, 130.57705986252535)","(0.0, 0.0)",5.079985372231049,-1.0
flag,"(84, 124)","(0.6087302181014365, 128.47097825183945)","(0.1328656462585034, 39.70681811990956)",4.073366155836909,-0.8067829721956674
27,"(91, 124)","(0.6380666141545177, 126.36489664115356)","(0.5314625850340136, 79.41363623981913)",3.9943182481549764,-0.2872919511743711
200,"(88, 123)","(0.6087302181014365, 121.09969261443882)","(0.664328231292517, 158.82727247963825)",4.027433856939474,0.15452295817935813
cathol,"(56, 123)","(0.3080321585573534, 100.0388765075799)","(1.8601190476190474, 555.8954536787339)",4.472389074754273,0.9792267260191478
folk,"(98, 123)","(0.6967394062606803, 126.36489664115356)","(0.39859693877551017, 59.56022717986434)",3.9210637500802954,-0.50858269961172
pull,"(100, 123)","(0.7040735052739506, 125.3118558358106)","(0.5314625850340136, 79.41363623981913)",3.9010830653898116,-0.2811975577594438
guidanc,"(56, 123)","(0.36670495066351594, 121.09969261443882)","(0.7971938775510203, 158.82727247963825)",4.472389074754273,0.15452295817935813
principl,"(94, 123)","(0.6307325151412474, 118.99361100375293)","(1.0629251700680271, 198.53409059954782)",3.962264221864893,0.32230899176535144
card,"(70, 123)","(0.49138463388911136, 121.09969261443882)","(0.39859693877551017, 158.82727247963825)",4.253105854607043,0.15452295817935813
platform,"(92, 123)","(0.6454007131677881, 125.3118558358106)","(0.5314625850340136, 79.41363623981913)",3.983519007133216,-0.2811975577594438
offer,"(95, 122)","(0.6527348121810584, 116.88752939306704)","(0.7971938775510203, 218.3874996595026)",3.9518038754399907,0.4088069400703642
