type,words
reliable,"{'when': 1, 'you': 1, 'look': 1, 'at': 2, 'what': 1, 'we': 2, 'have': 1, 'done': 1, 'over': 1, 'the': 4, 'last': 1, 'decad': 1, 'creat': 1, '<number>': 2, 'million': 2, 'job': 1, 'in': 1, 'state': 1, 'of': 2, 'texa': 1, 'same': 1, 'time': 1, 'rest': 1, 'america': 1, 'lost': 1}"
fake,"{'most': 1, 'of': 2, 'ted': 1, 'cruz': 1, 'money': 1, 'come': 1, 'from': 2, 'washington': 1, 'outsid': 1, 'the': 1, 'state': 1, 'texa': 1}"
reliable,"{'the': 1, '<number>': 1, 'round': 1, 'of': 1, 'militari': 1, 'base': 1, 'close': 1, 'ha': 1, 'not': 1, 'yet': 1, 'result': 1, 'in': 1, 'save': 1}"
fake,"{'florida': 1, 'ha': 1, 'experienc': 1, 'posit': 1, 'job': 1, 'growth': 1, 'for': 1, '<number>': 1, 'consecut': 1, 'month': 1}"
reliable,"{'in': 1, '<number>': 1, 'mitt': 1, 'romney': 1, 'gave': 1, 'money': 1, 'to': 1, 'democrat': 1, 'for': 1, 'congress': 1}"
fake,"{'aig': 1, 'execut': 1, 'took': 1, 'a': 1, 'junket': 1, 'for': 1, 'over': 1, '<cur><number>': 1, 'twice': 1}"
fake,"{'harri': 1, 'reid': 1, 'plan': 1, 'is': 1, 'basic': 1, 'give': 1, 'the': 1, 'presid': 1, 'a': 1, 'blank': 1, 'check': 1}"
reliable,"{'jim': 1, 'renacci': 1, 'support': 1, 'a': 1, 'nation': 1, 'sale': 1, 'tax': 1, 'of': 1, '<number>': 1, 'percent': 1}"
fake,"{'over': 1, '000k': 1, 'home': 1, 'owner': 1, 'suicid': 1, 'attribut': 1, 'to': 1, 'foreclosur': 1}"
reliable,"{'on': 1, 'gun': 1, 'polici': 1}"
reliable,"{'chri': 1, 'koster': 1, 'oppos': 1, 'protect': 1, 'the': 2, 'women': 1, 'of': 3, 'missouri': 1, 'becaus': 1, 'he': 1, 'wa': 1, 'one': 1, 'onli': 1, 'four': 1, 'senat': 1, 'to': 1, 'vote': 1, 'against': 1, 'a': 1, 'bill': 1, 'end': 1, 'practic': 1, 'make': 1, 'rape': 2, 'victim': 1, 'pay': 1, 'for': 1, 'their': 1, 'own': 1, 'kit': 1}"
fake,"{'obama': 1, 'gave': 1, 'almost': 1, 'a': 1, 'million': 1, 'dollar': 1, 'to': 2, 'the': 1, 'kenya': 1, 'opposit': 1, 'campaign': 1, 'who': 1, 'just': 1, 'happen': 1, 'be': 1, 'hi': 1, 'cousin': 1, 'raila': 1, 'odinga': 1}"
fake,"{'say': 1, 'he': 1, 'saw': 1, 'videotap': 1, 'of': 1, 'the': 3, 'peopl': 1, 'take': 1, 'money': 1, 'off': 1, 'plane': 1, 'to': 2, 'pay': 1, 'ransom': 1, 'iran': 1, 'for': 1, 'hostag': 1}"
reliable,"{'say': 1, 'there': 1, 'have': 1, 'been': 1, 'no': 1, 'case': 1, 'of': 1, 'wolv': 1, 'kill': 1, 'peopl': 1, 'in': 1, 'rocki': 1, 'mountain': 1, 'state': 1}"
fake,"{'sixtyon': 1, 'percent': 1, 'of': 1, 'our': 1, 'bridg': 1, 'are': 1, 'in': 1, 'troubl': 1}"
reliable,"{'oil': 1, 'compani': 1, 'shower': 1, 'regul': 2, 'at': 1, 'the': 1, 'miner': 1, 'manag': 1, 'servic': 1, 'with': 1, 'gift': 1, 'and': 3, 'favor': 1, 'were': 1, 'essenti': 1, 'allow': 1, 'to': 1, 'conduct': 1, 'their': 2, 'own': 2, 'safeti': 1, 'inspect': 1, 'write': 1}"
reliable,"{'there': 1, 'pretti': 1, 'much': 1, 'no': 1, 'question': 1, 'that': 1, 'the': 1, 'curfew': 1, 'ordin': 1, 'arent': 1, 'effect': 1, 'in': 1, 'either': 1, 'reduc': 1, 'crime': 1, 'or': 1, 'prevent': 1, 'harm': 1, 'to': 1, 'young': 1, 'peopl': 1}"
fake,"{'jeff': 1, 'merkley': 1, 'wa': 1, 'the': 1, 'decid': 1, 'vote': 1, 'on': 1, 'obamacar': 1, 'which': 1, 'in': 1, 'oregon': 1, 'ha': 1, 'been': 1, 'an': 1, 'unmitig': 1, 'disast': 1}"
reliable,"{'the': 2, 'new': 1, 'beverag': 1, 'tax': 1, 'will': 1, 'increas': 1, 'cost': 1, 'of': 1, 'soda': 1, 'juic': 1, 'drink': 2, 'sport': 1, 'ice': 1, 'tea': 1, 'and': 1, 'flavor': 1, 'water': 1, 'up': 1, 'to': 1, '<number>': 1}"
fake,"{'say': 1, 'an': 1, 'uncheck': 1, 'democrat': 1, 'major': 1, 'in': 1, 'trenton': 1, 'is': 1, 'respons': 1, 'for': 1, 'year': 1, 'of': 1, 'divers': 1, 'from': 1, 'the': 1, 'state': 1, 'unemploy': 1, 'insur': 1, 'trust': 1, 'fund': 1}"
reliable,"{'nathan': 1, 'deal': 1, 'save': 1, 'the': 1, 'hope': 1, 'scholarship': 1, 'program': 1}"
reliable,"{'legal': 1, 'prescript': 1, 'drug': 1, 'statist': 1, 'kill': 1, '<number>': 1, 'peopl': 1, 'a': 1, 'year': 1, 'but': 1, 'there': 1, 'are': 1, 'no': 1, 'document': 1, 'death': 1, 'due': 1, 'to': 1, 'marijuana': 1}"
fake,"{'the': 2, 'estat': 1, 'tax': 1, 'which': 1, 'came': 1, 'into': 1, 'be': 1, 'by': 1, 'republican': 1, 'like': 2, 'teddi': 1, 'roosevelt': 1, 'and': 1, 'other': 1, 'is': 1, 'there': 1, 'for': 1, 'a': 1, 'real': 1, 'simpl': 1, 'reason': 1, 'in': 1, 'america': 1, 'weve': 1, 'never': 1, 'idea': 1, 'of': 1, 'massiv': 1, 'inherit': 1, 'wealth': 1}"
reliable,"{'a': 1, '<number>': 2, 'percent': 2, 'increas': 2, 'in': 1, 'domest': 1, 'product': 1, 'would': 2, 'the': 3, 'world': 1, 'suppli': 1, 'by': 1, 'less': 1, 'than': 1, 'and': 1, 'do': 1, 'almost': 1, 'noth': 1, 'to': 1, 'our': 1, 'depend': 1, 'on': 2, 'foreign': 1, 'oil': 1, 'thi': 1, 'also': 1, 'have': 1, 'virtual': 1, 'no': 1, 'effect': 1, 'price': 1, 'of': 1, 'ga': 1, 'at': 1, 'pump': 1}"
fake,"{'everi': 1, 'time': 1, 'the': 1, 'price': 1, 'of': 2, 'gasolin': 1, 'rise': 1, '<number>': 1, 'cent': 1, 'it': 1, 'abillion': 1, 'dollarsout': 1, 'our': 1, 'economi': 1, 'that': 1, 'goe': 1, 'to': 1, 'saudi': 1, 'arabia': 1}"
fake,"{'i': 1, 'had': 1, 'to': 2, 'lay': 1, 'off': 1, '<number>': 1, 'peopl': 1, 'last': 1, 'year': 1, 'which': 1, 'ha': 1, 'exacerb': 1, 'the': 2, 'lack': 1, 'of': 1, 'law': 1, 'enforc': 1, 'offic': 1, 'in': 1, 'counti': 1, 'that': 1, 'respond': 1, 'quickli': 1, 'crime': 1, 'call': 1}"
reliable,"{'the': 1, 'fiscal': 1, 'cliff': 1, 'deal': 1, 'increas': 1, 'spend': 1}"
reliable,"{'today': 1, 'the': 2, 'unit': 1, 'state': 1, 'ha': 1, 'sadli': 1, 'one': 1, 'of': 2, 'lowest': 1, 'voter': 1, 'turnout': 1, 'ani': 1, 'major': 1, 'countri': 1, 'on': 1, 'earth': 1}"
reliable,"{'dure': 1, 'the': 1, 'recent': 1, 'global': 1, 'warm': 1, 'summit': 1, 'in': 1, 'copenhagen': 1, 'nanci': 1, 'pelosi': 1, 'and': 1, 'other': 1, 'stay': 1, 'at': 1, 'a': 2, 'fivestar': 1, 'hotel': 1, 'on': 1, 'trip': 1, 'cost': 1, 'nearli': 1, '<cur><number>': 1, 'per': 1, 'person': 1}"
reliable,"{'say': 1, 'that': 1, 'dure': 1, 'the': 4, 'first': 1, '<number>': 1, 'month': 1, 'of': 2, 'obama': 1, 'administr': 1, 'us': 1, 'detain': 1, 'peopl': 1, 'from': 1, 'nation': 1, 'design': 1, 'as': 1, 'state': 1, 'sponsor': 1, 'terror': 1, 'on': 1, 'southwestern': 1, 'border': 1}"
reliable,"{'rubio': 1, 'admit': 1, 'he': 1, 'would': 1, 'have': 1, 'accept': 1, 'the': 1, 'stimulu': 1, 'money': 1}"
reliable,"{'as': 1, 'a': 1, 'senat': 1, 'hillari': 1, 'clinton': 1, 'ha': 1, 'her': 1, 'name': 1, 'on': 1, 'three': 1, 'law': 1, 'in': 1, 'eight': 1, 'year': 1}"
fake,"{'say': 1, 'donald': 1, 'trump': 1, 'hasnt': 1, 'broken': 1, 'hi': 2, 'promis': 1, 'to': 1, 'releas': 1, 'tax': 1, 'return': 1}"
reliable,"{'we': 1, 'cut': 1, 'tax': 1, 'for': 1, '<number>': 1, 'percent': 1, 'of': 1, 'work': 1, 'famili': 1}"
fake,"{'the': 1, 'unit': 1, 'state': 1, 'ha': 1, 'a': 1, 'record': 1, 'number': 1, 'of': 1, 'abort': 1, 'year': 3, 'after': 2}"
reliable,"{'drone': 2, 'technolog': 1, 'now': 1, 'allow': 1, 'an': 1, 'individu': 1, 'to': 2, 'be': 1, 'record': 1, 'in': 1, 'their': 1, 'home': 1, 'by': 1, 'as': 2, 'small': 1, 'bird': 1, 'and': 1, 'immedi': 1, 'upload': 1, 'the': 1, 'internet': 1}"
fake,"{'say': 1, 'the': 2, 'first': 1, 'word': 1, 'spoken': 1, 'from': 1, 'moon': 1, 'wa': 1, 'houston': 1}"
fake,"{'mccain': 1, 'is': 1, 'select': 1, 'edit': 1, 'joe': 1, 'biden': 1, 'wordsbiden': 1, 'actual': 1, 'said': 1, 'about': 1, 'barack': 1, 'obama': 1, 'theyr': 1, 'gonna': 1, 'find': 1, 'out': 1, 'thi': 1, 'guy': 1, 'got': 1, 'steel': 1, 'in': 1, 'hi': 1, 'spine': 1}"
reliable,"{'donald': 1, 'trump': 1, 'strategi': 1, 'is': 1, 'pretti': 1, 'simpl': 1, 'they': 1, 'have': 1, 'even': 1, 'said': 1, 'in': 1, 'hi': 1, 'campaign': 1, 'it': 1, 'to': 5, 'get': 4, 'women': 1, 'stay': 4, 'home': 4, 'young': 1, 'peopl': 2, 'of': 1, 'color': 1, 'and': 1, 'a': 1, 'lot': 1, 'smart': 1, 'intellig': 1, 'men': 1, 'too': 1}"
reliable,"{'the': 3, 'us': 1, 'ha': 1, 'a': 1, 'record': 1, 'number': 1, 'of': 2, 'oil': 2, 'rig': 2, 'oper': 1, 'right': 1, 'now': 1, 'more': 1, 'work': 1, 'and': 1, 'ga': 1, 'than': 1, 'rest': 1, 'world': 1, 'combin': 1}"
reliable,"{'ive': 1, 'cut': 1, 'tax': 1, 'for': 1, 'middleclass': 1, 'famili': 1, 'small': 1, 'busi': 1}"
reliable,"{'the': 3, 'gun': 1, 'epidem': 1, 'is': 1, 'lead': 1, 'caus': 2, 'of': 2, 'death': 1, 'young': 1, 'africanamerican': 1, 'men': 1, 'more': 1, 'than': 1, 'next': 1, 'nine': 1, 'put': 1, 'togeth': 1}"
reliable,"{'mortgag': 1, 'fraud': 1, 'is': 1, 'up': 1, '<number>': 1, 'percent': 1, 'in': 1, 'the': 1, 'last': 1, 'five': 1, 'year': 1}"
reliable,"{'bill': 1, 'clinton': 1, 'invit': 1, 'him': 1, 'the': 2, 'rev': 1, 'wright': 1, 'to': 1, 'white': 1, 'hous': 1, 'when': 1, 'he': 1, 'wa': 1, 'have': 1, 'hi': 1, 'person': 1, 'crise': 1}"
reliable,"{'say': 1, 'fulton': 1, 'counti': 1, 'govern': 1, 'hasnt': 1, 'rais': 1, 'it': 1, 'millag': 1, 'rate': 1, 'sinc': 1, '<number>': 1}"
reliable,"{'under': 1, 'obamacar': 1, 'premium': 1, 'have': 1, 'doubl': 1, 'and': 1, 'tripl': 1, 'in': 1, 'wisconsin': 1}"
reliable,"{'we': 1, 'have': 1, 'seen': 1, 'hate': 1, 'crime': 1, 'skyrocket': 1, 'in': 1, 'the': 2, 'wake': 1, 'of': 1, 'immigr': 1, 'debat': 1}"
fake,"{'conni': 1, 'mack': 1, 'onli': 1, 'real': 2, 'job': 1, 'in': 1, 'the': 1, 'world': 1, 'wa': 1, 'as': 1, 'event': 1, 'coordin': 1, 'for': 1, 'hooter': 1}"
fake,"{'deni': 1, 'that': 1, 'he': 1, 'said': 1, 'the': 2, 'obama': 1, 'campaign': 1, 'play': 1, 'race': 1, 'card': 1}"
reliable,"{'paul': 1, 'ryan': 1, 'alreadi': 1, 'spent': 1, 'million': 1, 'to': 1, 'tri': 1, 'and': 1, 'perman': 1, 'derail': 1, 'brad': 1, 'schneider': 1, 'progress': 1, 'energ': 1, 'campaign': 1}"
reliable,"{'<cur><number>': 1, 'that': 1, 'what': 1, 'everi': 1, 'child': 1, 'owe': 1, 'today': 1, 'becaus': 1, 'washington': 1, 'politician': 1, 'have': 1, 'run': 1, 'up': 1, 'a': 1, 'huge': 1, 'spend': 1, 'tab': 1, 'and': 1, 'left': 1, 'our': 1, 'kid': 1, 'the': 1, 'bill': 1}"
fake,"{'the': 2, 'unit': 1, 'state': 1, 'is': 1, 'onli': 1, 'major': 1, 'countri': 1, 'that': 1, 'tax': 1, 'it': 1, 'own': 1, 'export': 1}"
fake,"{'as': 1, 'secretari': 1, 'of': 2, 'state': 1, 'hillari': 1, 'clinton': 3, 'launder': 1, 'money': 1, 'to': 1, 'bill': 2, 'through': 1, 'laureat': 1, 'educ': 1, 'while': 1, 'wa': 1, 'an': 1, 'honorari': 1, 'chairman': 1, 'the': 1, 'group': 1}"
reliable,"{'the': 2, 'black': 1, 'unemploy': 1, 'rate': 1, 'ha': 2, 'increas': 1, 'sinc': 1, 'recoveri': 1, 'begun': 1}"
reliable,"{'the': 1, 'convent': 1, 'center': 1, 'wa': 1, 'sold': 1, 'as': 1, 'a': 2, 'build': 1, 'that': 1, 'would': 1, 'never': 1, 'cost': 1, 'taxpay': 1, 'dime': 1}"
reliable,"{'say': 1, 'about': 1, 'nsa': 1, 'data': 1, 'collect': 1, 'everi': 1, 'member': 1, 'in': 2, 'both': 1, 'parti': 1, 'who': 1, 'serv': 1, 'on': 1, 'the': 1, 'intellig': 1, 'committe': 1, 'vote': 1, 'favor': 1, 'of': 1, 'thi': 1}"
reliable,"{'say': 1, 'the': 1, 'media': 1, 'distortedwhat': 1, 'happen': 1, 'with': 1, 'a': 1, 'babi': 1, 'at': 1, 'hi': 1, 'ralli': 1}"
reliable,"{'when': 1, 'you': 1, 'sanction': 1, 'the': 1, 'iranian': 1, 'central': 1, 'bank': 1, 'that': 1, 'will': 1, 'shut': 1, 'down': 1, 'iran': 1, 'economi': 1}"
reliable,"{'on': 1, 'milwauke': 1, 'counti': 1, 'govern': 1, 'debt': 1, 'burden': 1}"
reliable,"{'say': 1, 'onli': 1, '<number>': 2, 'percent': 2, 'of': 1, 'portland': 1, 'elementari': 1, 'school': 1, 'have': 1, 'art': 1, 'instruct': 1, 'compar': 1, 'to': 1, 'nation': 1}"
fake,"{'after': 1, 'hurrican': 1, 'katrina': 1, 'dalla': 1, 'and': 3, 'san': 1, 'antonio': 1, 'took': 1, 'in': 3, '<number>': 3, 'to': 2, 'refuge': 1, 'each': 1, 'but': 1, 'bill': 1, 'white': 1, 'brought': 1, 'put': 1, 'them': 2, 'up': 1, 'hi': 1, 'buddi': 1, 'empti': 1, 'apart': 1, 'build': 1, 'let': 1, 'the': 1, 'feder': 1, 'govern': 1, 'pay': 1, 'their': 1, 'rent': 1, 'for': 1, 'over': 1, 'two': 1, 'year': 1, 'they': 1, 'did': 1, 'not': 1, 'return': 1, 'new': 1, 'orlean': 1, 'most': 1, 'of': 1, 'are': 1, 'on': 1, 'welfar': 1}"
reliable,"{'say': 1, 'ron': 1, 'johnson': 1, 'refer': 1, 'to': 1, 'the': 1, 'lego': 1, 'movi': 1, 'as': 1, 'an': 1, 'insidi': 1, 'antibusi': 1, 'conspiraci': 1}"
fake,"{'say': 1, 'salari': 1, 'and': 1, 'benefit': 1, 'for': 1, 'wisconsin': 1, 'state': 2, 'employe': 1, 'compris': 1, '<number>': 1, 'percent': 1, 'of': 1, 'the': 1, '<number><number>': 1, 'budget': 1}"
fake,"{'mari': 1, 'burk': 1, 'wast': 1, '<number>': 1, 'million': 2, 'dollar': 1, 'on': 1, 'a': 2, 'vacant': 1, 'lot': 1, 'in': 1, 'move': 1, 'that': 1, 'could': 1, 'cost': 1, 'taxpay': 1, 'nearli': 1, '<cur><number>': 1}"
reliable,"{'more': 1, 'privatesector': 1, 'job': 1, 'were': 1, 'creat': 1, 'in': 2, 'the': 4, 'second': 1, 'year': 2, 'of': 2, 'obama': 1, 'administr': 2, 'than': 1, 'eight': 1, 'bush': 1}"
reliable,"{'american': 1, 'oil': 1, 'product': 1, 'is': 1, 'at': 1, 'it': 1, 'highest': 1, 'level': 1, 'sinc': 1, '<number>': 1}"
reliable,"{'a': 3, 'gun': 2, 'background': 1, 'check': 1, 'is': 1, 'futil': 1, 'someth': 1, 'like': 1, '<number>': 2, 'peopl': 1, 'dure': 1, 'the': 1, 'last': 1, 'year': 1, 'were': 1, 'prosecut': 1, 'for': 1, 'tri': 1, 'to': 1, 'buy': 1, 'with': 1, 'crimin': 1, 'record': 1, 'out': 1, 'of': 1, 'million': 1}"
reliable,"{'say': 1, 'david': 1, 'vitter': 1, 'answer': 1, 'a': 2, 'prostitut': 1, 'call': 1, 'minut': 1, 'after': 1, 'he': 1, 'skip': 1, 'vote': 1, 'honor': 1, '<number>': 1, 'soldier': 1, 'who': 1, 'gave': 1, 'their': 1, 'live': 1, 'in': 1, 'defens': 1, 'of': 1, 'our': 1, 'freedom': 1}"
fake,"{'if': 1, 'gov': 1, 'rick': 1, 'scott': 1, 'activ': 1, 'the': 3, 'nation': 1, 'guard': 1, 'in': 1, 'anticip': 1, 'of': 1, 'a': 1, 'feder': 1, 'disast': 1, 'state': 1, 'cost': 2, 'includ': 1, 'to': 1, 'recal': 1, 'ani': 1, 'furlough': 1, 'guardsmen': 1, 'will': 1, 'be': 1, 'fulli': 1, 'reimburs': 1, 'by': 1, 'fema': 1}"
reliable,"{'if': 3, 'you': 3, 'read': 1, 'the': 2, 'arizona': 1, 'immigr': 1, 'law': 2, 'what': 1, 'it': 1, 'say': 1, 'is': 1, 'are': 1, 'stop': 1, 'for': 1, 'violat': 1, 'and': 1, 'they': 2, 'have': 1, 'a': 1, 'suspicion': 1, 'that': 1, 'your': 2, 'illeg': 1, 'can': 1, 'ask': 1, 'legal': 1}"
reliable,"{'florida': 2, 'propos': 1, 'medic': 1, 'marijuana': 1, 'amend': 1, 'would': 1, 'make': 1, 'one': 1, 'of': 1, 'the': 1, 'most': 1, 'lenient': 1, 'medicalmarijuana': 1, 'state': 1, 'allow': 1, 'use': 1, 'for': 1, 'limitless': 1, 'other': 1, 'condit': 1, 'specifi': 1, 'by': 1, 'ani': 1, 'physician': 1}"
fake,"{'the': 1, 'state': 1, 'govern': 1, 'workforc': 1, 'grew': 1, 'when': 1, 'tim': 1, 'kain': 1, 'wa': 1, 'governor': 1}"
reliable,"{'say': 1, 'union': 1, 'call': 1, 'obamacar': 1, 'bad': 1, 'for': 1, 'worker': 1}"
reliable,"{'presid': 1, 'obama': 1, 'budget': 1, 'request': 1, 'for': 1, 'veteran': 2, 'ismor': 1, 'than': 1, 'doubl': 1, 'the': 2, 'amount': 1, 'in': 2, 'constant': 1, 'dollar': 1, 'appropri': 1, '<number>': 1, 'when': 1, 'popul': 1, 'wa': 1, 'larger': 1, 'by': 1, 'a': 1, 'third': 1}"
reliable,"{'today': 1, 'in': 1, 'america': 1, '<number>': 2, 'percent': 1, 'of': 2, 'us': 1, 'are': 1, 'earn': 1, 'the': 2, 'same': 1, 'or': 1, 'less': 1, 'than': 1, 'we': 1, 'were': 1, 'year': 1, 'ago': 1, 'and': 1, 'thi': 2, 'is': 1, 'first': 1, 'time': 1, 'that': 2, 'ha': 1, 'happen': 1, 'side': 1, 'world': 1, 'war': 1, 'ii': 1}"
reliable,"{'say': 1, 'chuck': 1, 'hagel': 1, 'oppos': 1, 'sanction': 1, 'against': 1, 'iran': 1}"
fake,"{'seventi': 1, 'percent': 1, 'of': 2, 'the': 2, 'peopl': 1, 'in': 1, 'state': 1, 'new': 1, 'jersey': 1, 'want': 1, 'marriag': 1, 'equal': 1}"
reliable,"{'say': 1, 'gop': 1, 'senat': 1, 'nomine': 1, 'darryl': 1, 'glenn': 1, 'said': 1, 'he': 1, 'want': 1, 'to': 2, 'see': 1, 'ted': 1, 'cruz': 1, 'appoint': 1, 'the': 1, 'us': 1, 'suprem': 1, 'court': 1}"
reliable,"{'peopl': 1, 'have': 1, 'actual': 1, 'broken': 1, 'down': 1, 'the': 2, 'transcript': 1, 'for': 1, 'oral': 1, 'argument': 1, 'and': 2, 'antonin': 1, 'scalia': 1, 'told': 1, 'more': 2, 'joke': 1, 'got': 1, 'laugh': 1, 'than': 1, 'ani': 1, 'of': 1, 'other': 1, 'justic': 1}"
fake,"{'governor': 1, 'propos': 1, 'budget': 1, 'raid': 1, 'k<number>': 1, 'school': 1, 'fund': 1, 'to': 1, 'grow': 1, 'dh': 1, 'again': 1}"
reliable,"{'accord': 1, 'to': 1, 'pew': 1, 'research': 1, '<number>': 1, 'percent': 1, 'of': 1, 'the': 1, 'peopl': 1, 'in': 1, 'afghanistan': 1, 'support': 1, 'oppress': 1, 'sharia': 1, 'law': 1}"
fake,"{'say': 1, 'milwauke': 1, 'counti': 1, 'elect': 1, 'offici': 1, 'drive': 1, 'around': 1, 'in': 1, 'luxuri': 1, 'car': 1, 'on': 1, 'your': 1, 'dime': 1}"
reliable,"{'in': 1, 'massachusett': 1, 'gov': 1, 'romney': 1, 'narrow': 1, 'the': 1, 'gap': 1, 'between': 1, 'student': 1, 'of': 1, 'differ': 1, 'race': 1}"
fake,"{'ive': 1, 'been': 1, 'a': 1, 'cop': 1, 'in': 1, 'lake': 1, 'counti': 1, 'michigan': 1, 'sinc': 1, '<number>': 1, 'thereabout': 1, 'i': 1, 'conduct': 1, 'feder': 1, 'raid': 1, 'with': 1, 'the': 2, 'dea': 1, 'and': 4, 'atf': 1, 'us': 1, 'marshal': 1, 'fbi': 1, 'texa': 1, 'ranger': 1}"
reliable,"{'an': 1, 'averag': 1, 'of': 1, 'seven': 1, 'children': 1, 'in': 1, 'america': 1, 'are': 1, 'kill': 1, 'by': 1, 'gun': 1, 'everi': 1, 'day': 1}"
fake,"{'the': 1, 'bill': 1, 'also': 1, 'provid': 1, 'full': 1, 'feder': 1, 'fund': 1, 'for': 1, 'abort': 1}"
reliable,"{'we': 1, 'spend': 1, 'more': 1, 'on': 1, 'health': 1, 'care': 1, 'than': 1, 'ani': 1, 'other': 1, 'countri': 1, 'but': 1, 'were': 1, 'rank': 1, '00th': 1, 'in': 2, 'life': 1, 'expect': 1, 'and': 1, '00rd': 1, 'child': 1, 'mortal': 1}"
reliable,"{'thank': 1, 'to': 1, 'you': 1, 'in': 2, 'under': 1, 'one': 1, 'week': 1, 'we': 1, 'have': 1, 'the': 2, 'largest': 1, 'gop': 1, 'facebook': 1, 'page': 1, 'governor': 1, 'race': 1}"
reliable,"{'say': 1, 'ohio': 1, 'is': 1, 'one': 1, 'of': 1, 'just': 1, '<number>': 1, 'state': 1, 'with': 1, 'an': 1, 'estat': 1, 'tax': 1, 'and': 1, 'it': 1, 'ha': 1, 'the': 2, 'lowest': 1, 'threshold': 1, 'in': 1, 'nation': 1}"
reliable,"{'volunt': 1, 'firefight': 1, 'and': 2, 'commun': 1, 'they': 1, 'serv': 1, 'in': 1, 'georgia': 1, 'elsewher': 1, 'are': 1, 'be': 1, 'devast': 1, 'by': 1, 'obamacar': 1}"
reliable,"{'the': 4, 'state': 2, 'ethic': 1, 'commiss': 1, 'took': 1, 'absolut': 1, 'same': 2, 'percent': 2, 'of': 1, 'cut': 1, 'as': 2, 'most': 1, 'other': 1, 'agenc': 1, 'they': 1, 'were': 1, 'somewher': 1, 'in': 1, '<number>': 1, 'rang': 1, 'governor': 1, 'offic': 1}"
reliable,"{'i': 1, 'believ': 1, 'we': 1, 'should': 1, 'have': 1, 'tax': 1, 'on': 1, 'carbon': 1, 'and': 1, 'deal': 1, 'aggress': 1, 'with': 1, 'climat': 1, 'chang': 1, 'that': 1, 'is': 1, 'not': 1, 'hillari': 1, 'clintonsposit': 1}"
reliable,"{'rep': 1, 'paul': 1, 'ryan': 1, 'budget': 1, 'propos': 1, 'cut': 2, 'noth': 1, 'from': 2, 'medicar': 1, 'social': 1, 'secur': 1, 'or': 1, 'defens': 1, 'in': 2, 'the': 2, 'next': 1, 'two': 1, 'to': 1, 'three': 2, 'year': 2, 'and': 1, 'he': 1, 'doe': 1, 'not': 1, 'one': 1, 'dime': 1, 'debt': 1}"
fake,"{'say': 1, 'hillaryclinton': 1, 'immigr': 1, 'platform': 1, 'would': 1, 'creat': 1, 'total': 1, 'open': 1, 'border': 1}"
reliable,"{'onli': 1, 'four': 1, 'countri': 1, 'in': 1, 'the': 1, 'world': 1, 'allow': 1, 'abort': 1, 'after': 1, '<number>': 1, 'week': 1, 'of': 1, 'pregnanc': 1}"
fake,"{'wisconsin': 1, 'is': 2, 'broke': 1, 'and': 1, 'state': 1, 'govern': 1, '<cur><number>': 1, 'billion': 1, 'in': 1, 'debt': 1}"
reliable,"{'today': 1, 'russia': 1, 'hold': 1, 'mani': 1, 'of': 1, 'our': 1, 'most': 1, 'preciou': 1, 'nation': 1, 'secur': 1, 'satellit': 1, 'at': 1, 'risk': 1, 'befor': 1, 'they': 1, 'ever': 1, 'get': 1, 'off': 1, 'the': 1, 'ground': 1}"
reliable,"{'say': 1, 'paul': 1, 'ryan': 1, 'back': 1, 'a': 2, 'propos': 1, 'that': 1, 'would': 1, 'be': 1, 'bailout': 1, 'of': 1, 'puerto': 1, 'rico': 1}"
fake,"{'religi': 1, 'group': 1, 'like': 1, 'knight': 1, 'of': 1, 'columbu': 1, 'have': 1, 'been': 1, 'forc': 1, 'to': 1, 'allow': 1, 'samesex': 1, 'marriag': 1, 'ceremoni': 1, 'in': 1, 'their': 2, 'facil': 1, 'against': 1, 'belief': 1}"
fake,"{'say': 1, 'us': 1, 'senat': 1, 'oppon': 1, 'tommi': 1, 'thompson': 1, 'person': 1, 'made': 1, 'over': 1, '<cur><number>': 1, 'million': 1, 'from': 1, 'a': 1, 'feder': 1, 'contract': 1, 'grant': 1, 'to': 1, 'hi': 1, 'healthcar': 1, 'compani': 1, 'but': 1, 'left': 1, '<number><number>': 1, 'first': 1, 'respond': 1, 'without': 1, 'the': 1, 'care': 1, 'they': 1, 'were': 1, 'promis': 1}"
fake,"{'the': 1, 'senat': 1, 'vote': 1, 'thi': 1, 'week': 1, 'to': 2, 'allow': 1, 'illeg': 1, 'alien': 1, 'access': 1, 'social': 1, 'secur': 1, 'benefit': 1}"
reliable,"{'in': 1, 'iraq': 1, 'civilian': 1, 'death': 1, 'incid': 1, 'of': 1, 'bomb': 1, 'etc': 1, 'remain': 1, 'veri': 1, 'low': 1, 'rel': 1, 'to': 1, 'what': 1, 'wa': 1, 'go': 1, 'on': 1, 'last': 1, 'year': 1}"
reliable,"{'obamacar': 1, 'ha': 1, 'caus': 1, 'million': 1, 'of': 1, 'fulltim': 1, 'job': 1, 'to': 1, 'becom': 1, 'parttim': 1}"
reliable,"{'in': 2, 'the': 3, 'period': 1, 'from': 1, '<number>': 3, 'to': 1, 'offic': 1, 'of': 1, 'health': 1, 'insur': 1, 'commission': 1, 'report': 1, 'an': 1, 'percent': 1, 'declin': 1, 'state': 1, 'total': 1, 'medic': 1, 'spend': 1}"
